"number","sentence","label1"
"1655","The museum resembles the Chinese character ''yong'' (), meaning ""city wall"", in its ancient pictographic form of the oracle bone script (a square representing walls surrounded by four gateways) ","museum"
"1656","A museum dedicated to the heritage of the automobile and motorcycle ","museum"
"1657","In succeeding years, Robbins raised money to acquire the remaining half of the Douglass house, naming it the Museum of African Art ","museum"
"1658","Art museum in the form of a cube with facade of frosted glass shingles three feet outside building walls ","museum"
"1659","Nicholas gave it to the newly established Russian Museum, in honour of his father, with the remit that it collect and display domestic art ","museum"
"1660","Furthermore, the Historical Museum Bamberg has a collection of astronomical and mathematical tools, as well as a compilation of nativity scenes exhibited during the Christmas season ","museum"
"1661","The jewel forms part of the permanent collection of the Yorkshire Museum and has been included in many public exhibitions since its discovery ","museum"
"1662","His work has been widely exhibited throughout China, and is collected by several museums including The British Museum, London. ","museum"
"1663","The car body is still in existence, owned by the Waupaca Historical Society and on display at their depot museum ","museum"
"1664","Nissan Engine Museum The is an automobile engine museum run by Nissan Motor Company ","museum"
"1665","Large parts of the collections Retzius acquired during his journey can be found at the Ethnographic Museum ","museum"
"1666","The archives of this voyage, including the guest book, are held by the National Maritime Museum at Greenwich ","museum"
"1667","The collection is displayed in the Janet Annenberg Hooker Hall of Geology, Gems and Minerals, one of the many galleries in the Museum of Natural History ","museum"
"1668","porphyry sarcophagi of byzantine emperors on display outside the istanbul archaeology museums ","museum"
"1669","Today the building houses the Moravian Museum of Bethlehem and contains historic artifacts, artwork, furnishings, clothing, instruments, books, tools, and manuscripts that tell the story of Bethlehem?s founders ","museum"
"1670","The museum exhibits historic rail cars and equipment ","museum"
"1671","It is on display in Paris at the National Museum of the Automobile ","museum"
"1672","It exhibits the museum's collection of hand-tools and household equipment ","museum"
"1673","This department of the museum is divided in four parts: *The Jewelry collection shows precious objects from stones and gems to metals including gold and ivory jewelry ","museum"
"1674","In 2021 the museum opened a new temporary exhibition on the history of the cruise and the journey by sea from France to the territory ","museum"
"1675","They submitted the series to the exhibition of contemporary jewellery (Utst?lling Nutidssmycken 1959) organized by the National Museum of Sweden in 1959 ","museum"
"1676","This included creating a museum in the ""Gonzales"" area of the madhouse ","museum"
"1677","Today, the Museum's collection includes more than 20,000 objects that represent voyages that shaped the map and moments that shaped daily life ","museum"
"1678","The museum also has a surviving copy of the first edition of Maximilianus Transylvanus' work, ''De Moluccis Insulis'', the first to describe Ferdinand Magellan's voyage around the world ","museum"
"1679","The museum contains a collection of ancient pottery, statues, coins and jewelry ","museum"
"1680","In 1998 the FIT Museum held a retrospective exhibition of Lane's jewel from the 1960s to the late 1990s ","museum"
"1681","The museum has a fine collection of medieval ivories. ","museum"
"1682","The prototype is actually on display at the Gianni Agnelli Automobile Museum in Turin ","museum"
"1683","In December 2010, the museum debuted a new permanent gallery with special collections of hand, shadow, and string puppets along with programmable lighting and original backgrounds ","museum"
"1684","A manuscript journal he maintained for part of the voyage is stored at the Natural History Museum in Paris ","museum"
"1685","A museum opened in 2007, housed in one of the former factory buildings, displaying tools and a significant collection of swords ","museum"
"1686","National Museum of Chinese Writing (2009) Yang designed the , which opened in 2009 in Anyang, Henan, the home of the oracle bones ","museum"
"1687","The Museum of Contemporary Art, in Tokyo, Japan sponsored an exhibition called Kazuo Oga ? The Man Who Drew Totoro's Forest from July 21, 2007 through September 30, 2007 ","museum"
"1688","The Single Wing Turquoise Bird Light Show did many of the multimedia light shows at the Pinnacle Concerts ","music"
"1689","Evaristo himself, a fan of Elivis, donned a gem studded jumpsuit at the opening of the Concert and impersonated the King performing a medley of his most famous songs ","music"
"1690","The tour is filmed and released in 2011 as 3DVD set including a live concert and tour documentary ''Cheers Lad ","music"
"1691","productions in the small theater sometimes involved a few orchestral instruments, but often the singers were accompanied only by a piano in the pit ","music"
"1692","Banks play there all day during the weekend, but there are loads of performance's at other venues in the area. ","music"
"1693","A young girl, standing in the wind, was lost in playing her violin. ","music"
"1694"," Many reports described him on stage, strumming one chord through the entire concert, or not playing at all ","music"
"1695","The premiere of the Foundling Hospital Anthem took place at a midday concert in the Hospital Chapel on 27 May 1749 ","music"
"1696","The famous singer is going to give a concert next week and his fans are trying to get a ticket by hook or by crook. ","music"
"1697","The concert begins with Jewel as Dorothy Gale singing the complete version of ""Over the Rainbow"" ","music"
"1698","Their idea was to bring delegations of one boy and girl aged 10?13 from different countries to perform an international concert for local audiences ","music"
"1699","The first concert featured 72 artists and took place from 12 noon to 12 midnight on 21?22 March 2020 ","music"
"1700","He performed at one of three concerts at the Gold Coast Convention and Exhibition Centre in 2013 ","music"
"1701","In June the annual Harry T Ville and the Boys Blues Band concert is held at the old Chinese Hotel ","music"
"1702","Concerts were held in Germany, Switzerland, Italy, Norway, Sweden, Denmark, Czech Republic, Austria, and Netherlands, and included performances from such bands as Manges, Peawees, and Moped Lads ","music"
"1703","Volk did return briefly in 1970 to the Raiders, at the request of Paul Revere, for 4 concert appearances during The Raiders tour with The Beach Boys ","music"
"1704","August 7, 2016 Taipei Taiwan Taipei International Convention Center Unknown ===3rd concert: BtoB Time=== '''BtoB Time''' is the third solo concert of boy band, BtoB ","music"
"1705","The last Jack the Lad concert took place in Redcar in July 1977, although several reunions culminated in an appearance at the Skagen Festival in Denmark in 1993 ","music"
"1706","They embarked on their first Japanese concert tour T-ara Japan Tour 2012: Jewelry Box in Nagoya on June 19 ","music"
"1707","On March 7, 2009, Zhang was the opening act for the last Super Show concert in Chengdu on March 7, 2009, singing ""I Will"" and ""The Left Shore of Happiness"" ","music"
"1708","we all play in other bands, also sometimes together but this one is one of our favorits. ","music"
"1709","After Henry gets up on stage during a concert and sings (loud and off-key) one of his Killer Boys Rats songs, his manager phones Henry and congratulates him ","music"
"1710","A ""Dream Concert"" of the extended AVAF followed in August, as did the ""Dancing With The Lion Orchestra"" concert on the shore of Lake Zurich ","music"
"1711","Garth Brooks performed a concert with Jewel from ''Enterprise'' on 21 November while she was docked in Norfolk, Virginia ","music"
"1712","The premiere took place in a Macnaghten Concert on 19 January 1962 with Bernard Shore on viola and Eric Gritton at the piano ","music"
"1713","That's followed by a musical performance, which includes actors portraying visitors from around the world praising Huaxi. ","music"
"1714","Later, ''Love Song - C? M?t Tr?i Th??ng Nh?'' concert was held on 22 August 2017 at Gem Center ","music"
"1715","There'll be a laser performance in the concert's beginning, and will be something of an audience participation performance. ","music"
"1716","that year a concert by Francis James and his string quartet, consisting entirely of Jones' compositions, was held in Toronto at the Eaton Auditorium ","music"
"1717","The music program also includes a concert band, string orchestra, full-size symphonic orchestra, swing and concert choirs, and the aforementioned 2 jazz-bands ","music"
"1718","They have performed concerts at Coffs Harbour, and Brisbane, as well as performing as part of the Gold Coast 2011 Big Day Out line up ","music"
"1719","The concert included his first string quartet, op 23, and the highly chromatic first piano sonata, op 33 (both composed in 1925)  ","music"
"1720","I hope that in the distant future to see Justin wireless concert, not the other, as long as the feelings of all his close range ","music"
"1721","A US Navy frigate captured her on her third whaling voyage ","navy"
"1722","The five Coast Guard cutters and five Navy destroyer escorts continuously manned four Market Time stations off Vietnam, while only Navy warships served on two Taiwan patrol stations ","navy"
"1723","the rn, ran and royal canadian navy also provided many other warships ","navy"
"1724","Osami Nagano is Chief of Japan's Naval Staff, and last week his Navy was up to no good in the South Pacific. ","navy"
"1725","In 1946, sailors of the Royal Indian Navy mutinied on board ships and in shore establishments ","navy"
"1726","James King (1750?1784), a Royal Navy officer who was with James Cook on his last voyage around the world ","navy"
"1727","In July 1915, Hyde was appointed by the Admiralty, to command the light cruiser , into the Coast of Ireland Command ","navy"
"1728","La Spezia The Swedish Navy had chartered ''Patricia'' to take the crews for the destroyers from Sweden to Italy, and accompanied them on their return voyage ","navy"
"1729","On 22 January she passed through the Straits of Hormuz with the British frigate and a US battlegroup centred on the aircraft carrier ","navy"
"1730","The lad would later change his name to David Glasgow Farragut and ultimately become the Navy's first admiral ","navy"
"1731","Navy Reserve and its greater integration into the Fleet and shore establishment of the Regular Navy ","navy"
"1732","only one of the navy crewmen - an anti-submarine warfare technician (aw) third class petty officer sitting in the rear observer seat - survived the crash ","navy"
"1733","His younger brother, Russell Shore (born 29 April 1949), later became a naval officer and a Master Mariner ","navy"
"1734","The Coast Guard's legacy missions include: Marine safety, search and rescue, aids to navigation, living marine resources (fisheries law enforcement), marine environmental protection, and ice operations ","navy"
"1735","The United States Navy, for instance, recently examined a very large number of men working on aircraft carriers. ","navy"
"1736","Navy began preparations for the establishment of a Naval Auxiliary Force, known colloquially as the ""mosquito fleet"", for the defence of the United States East Coast ","navy"
"1737","member of basketball hall of fame *ed gainey, canadian football league player *harry giles, 20th pick in the 2017 nba draft, current nba player for the portland trail blazers ","NBA"
"1738","The 76ers won and ended the Celtics string of eight consecutive NBA championships ","NBA"
"1739","A bond developed between Jordan and Knight, so much so that Jordan invited him to his first Bulls retirement ceremony, in 1993. ","NBA"
"1740","his father is a retired police officer and played basketball for north carolina a&t, where he was named the mid-eastern athletic conference men's basketball player of the year in 1987 ","NBA"
"1741","In his debut for the Hawks in their season opener on October 27, Howard grabbed 19 rebounds in a 114?99 win over the Washington Wizards ","NBA"
"1742","The Nuggets had the ninth pick in the 1993 NBA draft, and selected Rodney Rogers out of Wake Forest University ","NBA"
"1743","Bryant wore his Lakers varsity jacket, purple gold. It had several championship trophies across the back. ","NBA"
"1744","fife played one season of professional basketball, in 2002 with the gary steelheads of the continental basketball association ","NBA"
"1745","Meanwhile, in the sports world, many NBA players wore ""geek glasses"" during post-game interviews, drawing comparisons to Steve Urkel ","NBA"
"1746","each 1979 tournament winner received an automatic bid to the 1979 ncaa men's division i basketball tournament in the same way that the tournament champions of conventional athletic conferences did ","NBA"
"1747","Thrown through a plate glass window, he screamed he couldn't feel his legs and consequently his NBA career was over before it started ","NBA"
"1748","All-Star center Yao Ming is out for the season with a stress fracture in his left foot, a stunning blow to the surging Houston Rockets. ","NBA"
"1749","His father's cousin is former NBA player Gerald Glass ","NBA"
"1750","But LeBron is already a little better rebounder and shot-blocker than Jordan was -- and much more of an inside presence than Kobe can be. ","NBA"
"1751","Grant Hill became the first rookie in professional sports to lead fan balloting for the NBA All-Star Game ","NBA"
"1752","Prior to being selected number one overall by the Spurs in the 1997 NBA Draft, Tim Duncan played at Wake Forest for four years ","NBA"
"1753","The NBA was the first of the major sports leagues in North America to implement a drug testing policy ","NBA"
"1754","His elder brother is Willie Wise, who played seven years in the defunct American Basketball Association and two seasons in the NBA ","NBA"
"1755","Grant's uncle, Horace (twin brother of Harvey), played college basketball at Clemson and was a four-time NBA champion with Chicago and Los Angeles ","NBA"
"1756","For Game 3 of the 2019 NBA Finals against the Toronto Raptors, Thompson missed his first career playoff game after straining his left hamstring late in Game 2 ","NBA"
"1757","His brother Jeremy Lin was a professional basketball player in the NBA ","NBA"
"1758","He is the brother of former NBA player Raymond Townsend ","NBA"
"1759","Cartwright was the Bulls' starting center string of three consecutive NBA championships in 1991, 1992 and 1993 ","NBA"
"1760","On April 26, 2014 Thorn, on behalf of the NBA, suspended Wizard Nene Hilario from game 4 of the first round of the NBA playoffs ","NBA"
"1761","One of Van Lier's teammates was future NBA player Simmie Hill ","NBA"
"1762","Her brother is former NBA player and now Virginia Cavaliers head coach Tony Bennett ","NBA"
"1763","7 assists, and led the NBA in triple doubles, sharing 1995 NBA Rookie of the Year honors with Hill of the Detroit Pistons ","NBA"
"1764","Kobe Bryant's bad back might have cost the Lakers Game 4 Sunday, but in the end, it might be the thing that pushes them to a title. ","NBA"
"1765","During the 1995-96 NBA season, when Nelson became the head coach of the New York Knicks, he tried to implement his Nellie Ball system with the Knicks ","NBA"
"1766","He is best known as an NBA player agent, whose clients included Tim Duncan, Hedo T?rko?lu and Ray Allen, as well as former Sun Grant Hill ","NBA"
"1767","During the 2011 NBA draft, the Pacers traded the draft rights to Lorbek, to the San Antonio Spurs, as part of their trade for George Hill ","NBA"
"1768","He is the identical twin brother of Horace Grant, also a former NBA player ","NBA"
"1769","Riley, who coached the Lakers to four NBA titles during the 1980s, implemented a rough and physical style emphasizing defense ","NBA"
"1770","The Lakers said the right ankle Kobe Bryant tweaked during Tuesday night's game was not a problem and that he would play tonight. ","NBA"
"1771","The Pistons selected Grant Hill with the third overall pick in the 1994 NBA draft ","NBA"
"1772","Webster left the team to chase his NBA dream with the New Orleans Pelicans, while Abercrombie was forced to the sidelines to nurse a nagging hamstring strain ","NBA"
"1773","However, that year the Celtics' string of NBA titles was broken as they lost to the Philadelphia 76ers in the Eastern Conference Finals ","NBA"
"1774","James or not, the Heat could emerge as one of the top teams in the Eastern Conference with Wade and Bosh aboard. ","NBA"
"1775","In game 1 of the 2013 NBA Finals against the defending champion Miami Heat, Parker hit a clutch jump shot off the glass with 5 ","NBA"
"1776","Do not know when to begin the support of LeBron. James had, May be because he admired Michael Jordan's sake bar. ","NBA"
"1777","Wake Forest made the Final Four in 1962 and through the years, the program has produced many NBA players ","NBA"
"1778","The company currently has expanded into three business areas: electrical appliances, automobiles and new energies ","new"
"1779","With the extensive application of renewable energy generation, distributed generation become a new focus in power system research. ","new"
"1780","The mission of the Sunseeker Solar Car Project is to design, build, and race solar powered vehicles to advance and demonstrate the abilities of the renewable energy technologies ","new"
"1781","Nakate started the Green Schools Project, a renewable energy initiative, which aims to transition schools in Uganda to solar energy and install eco-friendly stoves in these schools ","new"
"1782","'''GARN''' is an American alternative energy company and manufacturer of smokeless wood-burning furnaces with integrated hydronic thermal storage ","new"
"1783","Lithium is an important material used during the construction of many electronic devices such as electric automobile and other uses related to renewable energy ","new"
"1784","Custer is the host site of the annual Renewable Energy and Sustainable Living Fair sponsored by the Midwest Renewable Energy Association ","new"
"1785","Our company devotes to the research and development of the highly efficient and clean new energy products. ","new"
"1786","Iceland runs almost completely on renewable energy ","new"
"1787","New energy finds, unconventional fuel sources and advanced technology are likely to ameliorate the long-prophesied energy catastrophe. ","new"
"1788","The foundation worked with Swiss specialists to develop low-cost, cooking stove that relied on renewable energy sources such as methane and biogas ","new"
"1789","Wind power, solar power will become the new energy industry, the key development areas of development planning. ","new"
"1790","As a clean and renewable energy, the wind power has gotten a quick development and become one of the most promising new energies. ","new"
"1791","The cellulose covered into high value-added new energy and new materials is a hot topic. ","new"
"1792","The solar energy and biomass energy were the well known type and the next was wind energy. ","new"
"1793","Reliable and efficient wind power generation systems development has become the new energy technologies. ","new"
"1794","The fleet of electric car is one of the cleanest in the world since about 98% of the electricity generated in the country comes from renewable energy sources, mainly hydropower ","new"
"1795","Renewable energies, specifically wind farms are also a rising form of electricity generation in this region ","new"
"1796","New and renewable sources of energy because of their lower cost of energy and mineral prices have been a large number of development. ","new"
"1797","US concerns about oil availability renewed interest in alternative energy sources ","new"
"1798","In order to implement the Strategy of Sustainable Development for our planet, renewable and clean energy have been developed and used. ","new"
"1799","The Effect Trace Of Food Nutrition Plan Training And Its Influencing Factors Analysis ","nutrition"
"1800","They wandered around the forest aimlessly, gathering leaves and wild fruits for nourishment ","nutrition"
"1801","Fortification of food has a clear nutritional targeting ","nutrition"
"1802","Ready-to-use-food is usually a sweet spread made with peanuts, dry milk, sugar, vegstable fat, minerals and vitamins. ","nutrition"
"1803","Food For The Poor provides, as its main objective, nourishment to the poor ","nutrition"
"1804","With this book, Warner hopes to alter children's perception of food and educate them about healthy eating and nutrition ","nutrition"
"1805","As mentioned before, food was first and foremost used for nourishment and means of survival ","nutrition"
"1806","Too much of a good thing can cause harm: High amounts of vitamins in supplements plus what you get in food can put you over the safe limit. ","nutrition"
"1807","Avocados are delicious and highly nutritious fruits and can be used in myriad ways ","nutrition"
"1808","Air tight seal keeps in smell, humidity and food nutriments stay in longer ","nutrition"
"1809","Health food refers to food products which claim to have specific health functions or supplement one's vitamins or minerals ","nutrition"
"1810","Vitamins A, B, C and E contained in a range of fruit and vegetables are all crucial for keeping the skin cells healthy ","nutrition"
"1811","If you need a boost of vitamin C, for example, one of the best things to eat are blueberries ","nutrition"
"1812","This food reserve provides nourishment to the growing embryo ","nutrition"
"1813","Appropriate supplementary protein such as thin pork, duck, goose and quail, etc ","nutrition"
"1814","Note: Super Collagen is not a complete protein and should not be used to replace a dietary protein supplement ","nutrition"
"1815","the meat is very nutritious, containing many vitamins, fruit is very much a right way, not cold nor hot. ","nutrition"
"1816","Melamine has no nutritional value but is high in nitrogen, making products with it appear higher in protein. ","nutrition"
"1817","Junk food is low in nutrition, high in calories and almost guaranteed to pack on the pounds ","nutrition"
"1818","The product provided inadequate vitamin and mineral supplementation ","nutrition"
"1819","The sun's ultraviolet-B rays absorbed through the skin are the body's main source of this nutrient. ","nutrition"
"1820","The simple sugars from fruits are important nutrients and vitamins for our body ","nutrition"
"1821","She walked with only nuts, honey, raw fruit and vegetable juice for nourishment ","nutrition"
"1822","In order for you to benefit from a multivitamin, your body must be able to absorb the nutrients. ","nutrition"
"1823","Doctors urged her to eat chicken for protein and take vitamin pills to help her baby, but her stomach wasn't used to them. ","nutrition"
"1824","This festive season targets to promote ""sago"" as traditional food and multi purpose product with full of nutrition ","nutrition"
"1825","It is the primary source of nutrition for young mammals before they are able to digest other types of food ","nutrition"
"1826","Vitamins (as found in fruits and vegetables, for instance) and minerals like calcium (found in dairy products) ","nutrition"
"1827","The Fresh Fruit and Vegetable Snack Program (Food and Nutrition Service) was also designed to increase fruit and vegetables available to schools ","nutrition"
"1828","Vitamin B-12 is found in green leafy vegetables and other foods, like legumes and citrus fruits ","nutrition"
"1829","Powerlifter Charles Teye will be waving Ghana's flag high at the Paralympics in London. ","Olympic"
"1830","But as I mentioned the most important thing is the Olympic spirit ","Olympic"
"1831","He was no longer a nobody who choked at big events, like the 1988 Calgary Olympics, where he finished an unimpressive 10th. ","Olympic"
"1832","Her ambition is to become part of the national team for the next Paraolympic Games. ","Olympic"
"1833","The opening ceremony of the 2000 Sydney Olympics featured a sequence with giant Hills Hoist robots roaming around the arena ","Olympic"
"1834","Glass made her first Olympic appearance at the 2008 Beijing Olympics, helping Team USA to a silver medal ","Olympic"
"1835","He said he couldn't recall an incident like this at past Olympics ","Olympic"
"1836","In the Olympic spirit of the infection, we understand the unity and cooperation ","Olympic"
"1837","This city have already held the Olympic Games twice ","Olympic"
"1838","Right from the venue, volunteers, and other aspects , we can see how much efforts we had put in the Olympic Games ","Olympic"
"1839","And he said becoming an Olympic sponsor was a good way to market P&G products. ","Olympic"
"1840","For the fourth time in the nation's Olympic history, Ivory Coast was represented by more female than male athletes ","Olympic"
"1841","If a sporting spectacle was all that was promised, the games would be an unproblematic affair. ","Olympic"
"1842","The Olympics will be on television all round the world ","Olympic"
"1843","The 2012 Olympic and Paralympic Mascots have been unveiled in London. ","Olympic"
"1844","Secondly, taking stimulants violates the spirit of the Olympic Games ","Olympic"
"1845","For China not right we don't have winter Olympics gold medal, the short track was the only sport can have chance get the gold medal. ","Olympic"
"1846","Olympic champion Michael Phelps explains the secret of his success. ","Olympic"
"1847","In 2004, Wu Man was approached by Glass once again to collaborate on a commission from the Cultural Olympiad on the occasion of the 2004 Summer Olympics in Athens ","Olympic"
"1848","The preparation paid off: The Japanese took all three medals at the Olympic Normal hill event, Kasaya winning Gold ","Olympic"
"1849","Will hold Olympiad , being injured is able to open Closing Ceremony , track and field competition and football match final oersted. ","Olympic"
"1850","To overcome the difficulty brought by his small hands which often failed him at critical moment, Yao had kept up his practice for over a dozen years before becoming an Olympic champion ","Olympic"
"1851","Blatter was speaking at the Winter Olympics in Vancouver in his capacity as a member of the International Olympic Committee. ","Olympic"
"1852","He participated in three Olympics (1998, 2002, 2006) and a string of World Single Distance Championships and World Sprint Speed Skating Championships ","Olympic"
"1853","The National Olympic Committee of Thailand fielded a team of 57 athletes, 25 boys and 32 girls, to compete in 21 sports at the Games ","Olympic"
"1854","The 2004 Summer Olympics were the first for the island nation of Kiribati ","Olympic"
"1855","China has notched this unlikely record in the afterglow of its Summer Games, one of the most extravagant Olympics in history. ","Olympic"
"1856","Although it got off to a bit of a slow start, Google's Android mobile operating system has caught its stride. ","operating"
"1857","How much control the consumer has over the operating systems, hardware, and software. ","operating"
"1858","But Linux Mint is not just an Ubuntu with a new set of applications and an updated desktop theme. ","operating"
"1859","Two of the best known are the Console Operating System in VMware ESX Server and Oracle Linux respin ","operating"
"1860","Google said the operating system was a new project, separate from its Android mobile operating software found in some smartphones. ","operating"
"1861","The embedded OS in a thin client is stored in a ""flash drive"" , in a Disk on Module (DOM), or is downloaded over the network at boot-up. ","operating"
"1862","The monitoring software was developed by the embedded operating system XPE in the virtual instrument development platform. ","operating"
"1863","BlackBerry phones are much like iPhones in the fact that you can only use BlackBerry OS with an official phone by BlackBerry. ","operating"
"1864","It is to be noted that microkernel designs vary greatly due to different interpretations of the term 'essential core of OS code'. ","operating"
"1865","It really highlighted just how much interest surrounds this (relatively) new operating system. ","operating"
"1866","Ubuntu provides an up-to-date, stable operating system for the average user, with a strong focus on usability and ease of installation. ","operating"
"1867","Apple also updates the os on two year cycles and is not at all shy about telling developers new way or highway. ","operating"
"1868","Apple's new version of its desktop operating system for Mac computers is called Mac OS X Lion. ","operating"
"1869","In a market nowadays dominated by Google's Android, Apple's iOS, and BlackBerry OS, it's pretty easy to overlook Nokia. ","operating"
"1870","Embedded operating systems become increasingly significant, which run on the resource-limited home appliances and industry instruments. ","operating"
"1871","Linux has no concept of a ""file extension"" like legacy operating systems. ","operating"
"1872","As for the OS itself? It's the best desktop OS I've ever used, stable, configurable , and up to date. ","operating"
"1873","The supported Operation Systems with FC-NVMe are: Oracle Linux, VMware, Windows Server, SUSE Linux, RedHat Linux ","operating"
"1874","Chef Server is supported on RHEL/CentOS, Oracle Linux, SUSE Linux and Ubuntu ","operating"
"1875","Apple said the new operating system (OS) is almost half the size of previous versions, freeing up to 7GB of drive space once installed. ","operating"
"1876","An orphan and good hearted lad Gajendra (Vijayakanth) is 'adopted' and grows up under Azhagarsamy (Sarath Babu) family care in Chennai ","orphan"
"1877","People who want to adopt orphans should have the ability to raise them, Chen added. ","orphan"
"1878","Miss Diana gave away all her castoffs to the little girls in the orphan asylum ","orphan"
"1879","Joseph's Orphan Asylum for boys when it was begun in 1852, she later oversaw the combining of the two asylums in the Cincinnati neighborhood of Cumminsville ","orphan"
"1880","She was separated from her brother in a separate orphanage and her mother until she was eight ","orphan"
"1881","The adoptions, or even a future birth to a family that adopts an orphan, will not face the limitations of the one-child policy. ","orphan"
"1882","He was raised by his father's brother as he was orphaned at a very young age ","orphan"
"1883","So if I wasn't with you they would put you in an orphanage? ","orphan"
"1884","Left by his parents in an orphanage aged three, he ran away at the age of five as he was being bullied. ","orphan"
"1885","According to tea lore, Lu Yu was an orphan of Jinling county (now Tianmen City in Hubei Province) who was adopted by a Buddhist monk of the Dragon Cloud Monastery ","orphan"
"1886","he was raised in an indiana orphanage throughout most of his early life after the death of his father ","orphan"
"1887","My client humbly requests that you manage an orphanage home for her in your country where the less privileged and orphans can come and stay. ","orphan"
"1888","The next day we met orphanage officials to do paperwork ","orphan"
"1889","'''loats female orphan asylum of frederick city''' is a historic home and former orphanage building located at frederick, frederick county, maryland ","orphan"
"1890","In 1956, the Fairview Home merged with the Troy Orphan Asylum ","orphan"
"1891","She, along with her brother and sister, were originally orphans who were slaves and treated brutally ","orphan"
"1892","at the age of three, soiree lost his parents to an accident and was raised in an orphanage along with alba ","orphan"
"1893","Generally, people have become more compassionate , and quite a few families have taken in an orphan from the municipal orphanage . ","orphan"
"1894","Once upon a time, there was a little boy who was raised in an orphanage ","orphan"
"1895","In 1815, after seeing the need for an institution for orphans in Philadelphia, she was among those instrumental in founding the Philadelphia Orphan Asylum ","orphan"
"1896","in Sydney, the Female Orphans' Asylum was established in 1801 and Boys' Orphanage in 1819 ","orphan"
"1897","An orphan and good hearted lad Gajendra (Vijayakanth) is 'adopted' and grows up under Azhagarsamy (Sarath Babu) family care in Chennai ","orphan"
"1898","When I was little I would draw all day long like many kids do and my parents enrolled me in a painting academy. ","paint"
"1899","Painting techniques''' Ellis Rowan painted most of her Queensland paintings indoor, she always worked into the night to drawn plants that she collected on her journey ","paint"
"1900","One year later, she painted ''Blast Furnaces'', in a similar vein ","paint"
"1901","To test the power, Ma Liang uses the brush to paint a rooster ","paint"
"1902","Van Gogh's thoughts returned several times to the painting by Eug?ne Delacroix of Torquato Tasso in the madhouse ","paint"
"1903","The painting depicts a girl and boy - who is playing a tin whistle - lying on the ground near a lake ","paint"
"1904","His painting ''Renaud and Armide'' illustrated the death of the Christian knight Arnaud at the hands of the magician Armide ","paint"
"1905","each shen yun piece is set against a digitally projected backdrop, usually depicting landscapes such as mongolian grasslands, imperial courts, ancient villages, temples, or mountains ","paint"
"1906","wilson was a talented painter with works appearing in exhibitions throughout the united states, including the cleveland museum of art and the society of illustrators annual show in new york ","paint"
"1907","There are a wide range of different styles, including paintings, etchings, lithographs and ceramics ","paint"
"1908","The painting depicts the rooster and the hen to be taking care of the young chick ","paint"
"1909","He famously remedied the situation by adding a white paper strip and sketching the Eiffel Tower with black stove paint and a broom ","paint"
"1910","the theme of peace, colour and harmony permeates all of his paintings, many of which depict in watercolour, his specialist subject of the galloway landscape by moonlight ","paint"
"1911","The lad drew him with a shaving and a drone, and the child gave him the apple ","paint"
"1912","The Peruvian painter uses his mouth and foot to hold paintbrush. He's won international accolades for his watercolors and carvings. ","paint"
"1913","The painting brings to mind some of Picasso's early works ","paint"
"1914","Gifted with a fine and delicate talent, Leray excelled at genre paintings, where coquetry and grace give a poetic character ","paint"
"1915","In the realm of painting, coloring is an important category in expressiveness and expounding the individuality and nature of the creator. ","paint"
"1916","From the human body, to landscapes, to oil paint and food items, Liou's works are filled with rich details ","paint"
"1917","I tease Wraith by occasionally asking, ""Does it look like me yet? "" a few minutes into a new sketch or painting. ","paint"
"1918","A watercolour which is thought to also show this cock fight, painted about 1830 ","paint"
"1919","This journey was celebrated with a painting by John Hollins that is now in the National Portrait Gallery in London ","paint"
"1920","His paintings are contrived and formulaic ","paint"
"1921","Caproens painted flower and fruit still lifes, garland paintings and banquet still lifes ","paint"
"1922","Painting depends on imagination. Main details are zigzags, herring-bone patterns, the sun, berries. . . ","paint"
"1923","When a childhood accident kept him out of school for a year, the boy filled his time drawing ","paint"
"1924","He was fired in 1890, it was said, for poorly drawing a stove for an could not draw buildings and appliances well ","paint"
"1925","Watercolour still seems somehow to be the poor relation of oil painting ","paint"
"1926","Drawing was one of his life?s interests, and he often drew game birds on his trips through the forest ","paint"
"1927","Are the same painting, the old painter's painting can be called art, it appears to be no doubt. ","paint"
"1928","If you are a VWP traveler who arrives in the United States without a machine-readable passport or a visa, do not expect to be granted entry. ","passport"
"1929","Cleutin then travelled to London to obtain a passport and safe-conduct for Mary, Queen of Scots' voyage to Scotland ","passport"
"1930","Spanish authorities who held him in custody noted he carried a Dutch passport which indicated his date of birth as June 12, 1896. ","passport"
"1931","On receiving his pardon, Hubbard obtained a passport and, on May 1, 1915, left with his wife on a voyage to Europe ","passport"
"1932","They were unable to complete the voyage due to visa problems at the border of China and returned to England by sea from Bombay ","passport"
"1933","About 97 percent of people who are told their applications have been approved get their visas within two or three days, she said. ","passport"
"1934","She said the visa exemption agreement marked the development of bilateral relations had reached a higher level. ","passport"
"1935","Moreover, all different Saudi missionaries worldwide are now preparing themselves to implement e-visa application for tourists wishing to visit the country and attend the various activities take place there ","passport"
"1936","Passengers with a visa issued by and permitted entry by land can obtain a 24-hour transit visa on arrival if continuing their journey by land using the King Fahd Causeway ","passport"
"1937","His passport request was denied by US consulate due to his slave past and he was unable to return to the United States and died in a debtor's prison ","passport"
"1938","After receiving the invitation , you need settling passport and visa , and book ticket if you know the time of starting off . ","passport"
"1939","I can't believe how much red tape there is in getting a visa. ","passport"
